"Symbol","Outcome","Risk","PlannedRR","CostR","GrossR","NetR","HoldBars"
"AUDUSD","loss","4.3200000000021E-05","1.99999999999743","4.12037037036863","-1","-5.12037037036863","1"
"AUDUSD","loss","0.000168000000000057","2","1.07380952380964","-1","-2.07380952380964","1"
"AUDUSD","loss","0.000180000000000069","1.99999999999938","1.01111111111019","-1","-2.01111111111019","1"
"AUDUSD","loss","0.000180000000000069","1.99999999999938","1.01111111111019","-1","-2.01111111111019","1"
"AUDUSD","loss","0.000708000000000042","1.99999999999984","0.356497175141124","-1","-1.35649717514112","20"
"AUDUSD","loss","0.000115199999999982","2","1.54513888888923","-1","-2.54513888888923","1"
"AUDUSD","loss","9.3599999999916E-05","2.00000000000119","1.90170940171123","-1","-2.90170940171123","1"
"AUDUSD","win","0.000103200000000081","1.99999999999892","1.72480620154914","1.99999999999892","0.275193798449779","1"
"AUDUSD","loss","0.000232800000000033","1.99999999999952","0.812027491408707","-1","-1.81202749140871","1"
"NZDUSD","loss","0.000163199999999919","2.00000000000068","1.37867647058843","-1","-2.37867647058843","1"
"NZDUSD","loss","0.000470399999999982","2.00000000000024","0.52661564625842","-1","-1.52661564625842","15"
"NZDUSD","win","0.000417600000000018","2","0.576340996168807","2","1.42365900383119","1"
"NZDUSD","loss","0.000153599999999976","2","1.46484374999971","-1","-2.46484374999971","7"
"NZDUSD","loss","0.000160799999999961","2","1.39925373134312","-1","-2.39925373134312","1"
"NZDUSD","win","0.000468000000000024","1.99999999999976","0.528632478632233","1.99999999999976","1.47136752136753","22"
"NZDUSD","loss","0.00025200000000003","1.99999999999956","0.892857142856718","-1","-1.89285714285672","1"
"NZDUSD","loss","0.000275999999999943","2","0.815217391304225","-1","-1.81521739130423","1"
"NZDUSD","loss","0.000158400000000003","2","1.42045454545401","-1","-2.42045454545401","18"
"NZDUSD","win","0.000492000000000048","1.99999999999977","0.509349593495864","1.99999999999977","1.49065040650391","1"
"NZDUSD","loss","0.000271200000000027","2","0.829646017698736","-1","-1.82964601769874","11"
"NZDUSD","loss","0.000129599999999952","2.00000000000086","1.73611111111113","-1","-2.73611111111113","14"
"NZDUSD","loss","0.000273599999999985","2.00000000000041","0.822368421052383","-1","-1.82236842105238","1"
"NZDUSD","loss","0.0001776","2","1.26689189189144","-1","-2.26689189189144","2"
"NZDUSD","loss","0.000235199999999991","2","0.95663265306092","-1","-1.95663265306092","1"
"NZDUSD","loss","0.000232800000000033","2","0.966494845360343","-1","-1.96649484536034","8"
"NZDUSD","loss","0.000146399999999991","1.99999999999924","1.53688524590119","-1","-2.53688524590119","1"
"NZDUSD","loss","0.000201600000000024","2","1.1160714285709","-1","-2.1160714285709","1"
"NZDUSD","win","0.000179999999999958","2","1.24999999999985","2","0.750000000000154","2"
"NZDUSD","loss","0.000105600000000039","1.99999999999895","2.13068181818027","-1","-3.13068181818027","1"
"NZDUSD","loss","8.3999999999973E-05","2","2.67857142857133","-1","-0.678571428571334","1"
"NZDUSD","loss","0.000280800000000081","1.9999999999996","0.801282051281534","-1","-1.80128205128153","1"
"NZDUSD","win","0.000645600000000024","1.99999999999983","0.419888475836555","1.99999999999983","1.58011152416327","8"
"NZDUSD","loss","0.000415199999999949","2","0.578901734104239","-1","-1.57890173410424","11"
"NZDUSD","win","0.000158400000000003","2","1.42045454545401","2","0.579545454545988","1"
"NZDUSD","loss","0.000136799999999937","2","1.64473684210543","-1","-2.64473684210543","1"
"NZDUSD","loss","0.00034080000000003","2","0.676173708919961","-1","-1.67617370891996","23"
"NZDUSD","loss","0.000160799999999961","2.00000000000069","1.39925373134312","-1","-2.39925373134312","1"
"NZDUSD","win","0.000230400000000075","1.99999999999952","0.976562499999334","1.99999999999952","1.02343750000018","1"
"NZDUSD","loss","0.000232800000000033","2","0.966494845360343","-1","-1.96649484536034","1"
"USDCAD","loss","0.000223199999999979","2","1.00806451612877","-1","-2.00806451612877","1"
"USDCAD","loss","0.000259199999999904","2","0.868055555555567","-1","-1.86805555555557","1"
"USDCAD","loss","0.00029760000000012","1.99999999999925","0.756048387097692","-1","-1.7560483870962","1"
"USDCAD","win","0.000511199999999823","2.00000000000087","0.495226917058459","2.00000000000087","1.50477308294176","1"
"USDCAD","win","0.000244800000000156","1.99999999999909","0.91911764705791","1.99999999999909","1.08088235294216","22"
"USDCAD","loss","0.000242399999999865","2.00000000000092","0.928217821782364","-1","-1.92821782178236","11"
"USDCAD","win","0.000410400000000033","2","0.584113060429206","2","1.41588693957025","23"
"USDCAD","loss","0.000285599999999997","2","0.787815126050147","-1","-1.78781512605015","1"
"USDCAD","loss","0.000218400000000063","1.99999999999898","1.03021978021912","-1","-2.03021978021912","1"
"USDCAD","loss","0.000264000000000042","1.99999999999916","0.852272727272288","-1","-1.85227272727229","16"
